7:31,莲花池西路
8:01,阀东桥
10:02,京密路
10:10,木樨园
11:08,木樨园桥
11:35,亦庄桥
15:01,黄亦路
15:15,西红门南桥
15:52,三元西桥
15:52,静安西街
16:59,大山子路口
